@id,@lon,@lat,name,description
411536388,21.2691515,41.3726681,Петочна,
411644104,21.2294051,41.3757185,Fountain - Češma,
412303989,21.2461853,41.3729280,Јаноска,
412358233,21.2527594,41.3719900,Струнга I,
415490465,21.2465865,41.3747436,Црешово Топче,
466248933,22.4279598,42.1075053,Изворче,
500016813,20.7087293,41.6479792,Царева Чешма,
874480551,21.1907201,41.4386751,Бушова Чешма,
1875321600,22.3658071,42.0942698,Јанкова Чешма,
2049648181,20.8527535,41.1241540,Чардачница,
2051112580,20.8148154,41.1026685,Билјанини Извори,
2074390739,20.8369638,41.7640328,Вруток,
2267163167,21.2416901,41.3651903,Петочна вода,
2453209714,21.1265362,41.4035182,Извор на Матица,
3418360011,21.7223648,41.8509666,Ајдучка Чешма,
3710496840,21.4044068,41.9751421,извор Муртинец,
4439732187,21.1106037,41.0636927,Турска Чешма,
4796820500,21.8252335,41.3768590,Дедец,
4927438132,21.3117030,41.6778937,Белица Извор,
5475786859,22.6876979,41.1949131,Фердинанка,
5713459260,21.3969429,41.7367962,Солунска Глава,
5782064553,21.2533124,41.3716597,Струнга II,
5909175220,20.5897918,41.2398154,Вевчани,
6510096079,21.6511755,41.8524410,Галева Вода,
6543906870,22.0603050,41.3711842,Студена Вода,
6556478525,21.7598928,42.1186098,Арапов Кладенец,
7341135386,21.6970860,41.5552855,Извор,
7931414482,21.5938218,41.3248058,Света Вода,
8244626173,21.2477085,41.3852853,Никлева,
8258671768,21.2363553,41.3637769,Гумова,
8360908942,21.6902166,41.3921357,Дува Вода,
8716034771,21.0552231,41.6695629,Добра вода,
8843610067,21.0958009,41.5824866,Мочур,
8882441617,21.2280136,40.9790492,Чешма Мичу Муши,
8913087428,21.2676837,41.0086528,Плоча,
8913707574,21.2876702,41.0015844,Касап Бунар,
8913748445,21.2680615,41.0134472,Масни Кладенец,
8922179309,21.2732486,40.9637088,Студена Вода,
8941327667,21.2594195,40.9361744,Бабини Кладенци,
8941338110,21.2918833,40.9564154,Бела Вода,
1000000195775592,20.8153983,41.4773482,Треска,
1000000228209293,20.5846585,41.2394346,Вевчански Извори,
